"","ID","ch","sex","stage","tail","stream","trout"
"2921","GP900113001674027","000000000000000000000000000000000000000000000000000000000000100000000000","U","L","Full","Paradise","Present"
"2922","GP900113001674029","000000000000000000000000000000000000000000000000000000000000100000000000","M","A","Full","Paradise","Present"
"2923","GP900113001674030","000000000000000000000000000000000000000000000000000000000000100000000000","U","M","Damaged","Paradise","Present"
"2924","GP900113001674040","000000000000000000000000000000000000000000000000000000000000100000000000","U","L","Damaged","Paradise","Present"
"2925","GP900113001674054","000000000000000000000000000000000000000000000000000000000000100000000000","U","L","Damaged","Paradise","Present"
"2926","GP900113001674063","000000000000000000000000000000000000000000000000000000000000100000000000","U","L","Full","Paradise","Present"
"2927","GP900113001674065","000000000000000000000000000000000000000000000000000000000000100000000000","M","A","Full","Paradise","Present"
"2928","GP900113001674075","000000000000000000000000000000000000000000000000000000000000100000000000","F","A","Full","Paradise","Present"
"2929","GP900113001674077","000000000000000000000000000000000000000000000000000000000000100000000000","U","M","Damaged","Paradise","Present"
"2930","GP900113001674084","000000000000000000000000000000000000000000000000000000000000100000000000","F","A","Damaged","Paradise","Present"
"2931","GP900113001674089","000000000000000000000000000000000000000000000000000000000000100000000000","U","L","Full","Paradise","Present"
"2932","GP900113001674096","000000000000000000000000000000000000000000000000000000000000100000000000","U","L","Damaged","Paradise","Present"
"2933","GP900215000823115","000000000000000000000000000000000000000000000000000000000000010000000000","F","A","Full","Paradise","Present"
"2934","GP900215000823126","000000000000000000000000000000000000000000000000000000000000010000000000","U","L","Full","Paradise","Present"
"2935","GP900215000823140","000000000000000000000000000000000000000000000000000000000000010000000000","U","L","Damaged","Paradise","Present"
"2936","GP900215000823157","000000000000000000000000000000000000000000000000000000000000010000000001","U","L","Full","Paradise","Present"
"2937","GP900215000822305","000000000000000000000000000000000000000000000000000000000000001000100000","U","L","Full","Paradise","Present"
"2938","GP900215000822317","000000000000000000000000000000000000000000000000000000000000001000000000","M","A","Full","Paradise","Present"
"2939","GP900215000822329","000000000000000000000000000000000000000000000000000000000000001000000000","U","L","Full","Paradise","Present"
"2940","GP900215000822330","000000000000000000000000000000000000000000000000000000000000001000000000","F","A","Full","Paradise","Present"
"2941","GP900215000822340","000000000000000000000000000000000000000000000000000000000000001000000000","U","L","Damaged","Paradise","Present"
"2942","GP900215000822362","000000000000000000000000000000000000000000000000000000000000001000000000","F","A","Damaged","Paradise","Present"
"2943","GP900215000822369","000000000000000000000000000000000000000000000000000000000000001000000000","M","A","Full","Paradise","Present"
"2944","GP900215000822372","000000000000000000000000000000000000000000000000000000000000001000000000","U","L","Damaged","Paradise","Present"
"2945","GP900215000822380","000000000000000000000000000000000000000000000000000000000000001000000000","U","L","Damaged","Paradise","Present"
"2946","GP900215000822381","000000000000000000000000000000000000000000000000000000000000001000000000","U","L","Damaged","Paradise","Present"
"2947","GP900215000822384","000000000000000000000000000000000000000000000000000000000000001000000000","U","L","Damaged","Paradise","Present"
"2948","GP900215000823011","000000000000000000000000000000000000000000000000000000000000000100000000","U","L","Damaged","Paradise","Present"
"2949","GP900215000823025","000000000000000000000000000000000000000000000000000000000000000110000000","U","L","Full","Paradise","Present"
"2950","GP900215000823042","000000000000000000000000000000000000000000000000000000000000000100000000","U","L","Damaged","Paradise","Present"
"2951","GP900215000823045","000000000000000000000000000000000000000000000000000000000000000100000000","M","A","Damaged","Paradise","Present"
"2952","GP900215000823050","000000000000000000000000000000000000000000000000000000000000000100000000","F","A","Damaged","Paradise","Present"
"2953","GP900215000823055","000000000000000000000000000000000000000000000000000000000000000100000000","M","A","Full","Paradise","Present"
"2954","GP900215000823060","000000000000000000000000000000000000000000000000000000000000000100000000","U","L","Full","Paradise","Present"
"2955","GP900215000823067","000000000000000000000000000000000000000000000000000000000000000100000000","U","L","Full","Paradise","Present"
"2956","GP900215000823076","000000000000000000000000000000000000000000000000000000000000000100000000","M","A","Damaged","Paradise","Present"
"2957","GP900215000823091","000000000000000000000000000000000000000000000000000000000000000101000000","F","A","Full","Paradise","Present"
"2958","GP900215000823099","000000000000000000000000000000000000000000000000000000000000000101000000","U","L","Full","Paradise","Present"
"2959","GP900215000823002","000000000000000000000000000000000000000000000000000000000000000010000000","U","L","Full","Paradise","Present"
"2960","GP900215000823012","000000000000000000000000000000000000000000000000000000000000000010000000","M","A","Damaged","Paradise","Present"
"2961","GP900215000823019","000000000000000000000000000000000000000000000000000000000000000010000000","U","L","Damaged","Paradise","Present"
"2962","GP900215000823021","000000000000000000000000000000000000000000000000000000000000000010000000","F","A","Damaged","Paradise","Present"
"2963","GP900215000823022","000000000000000000000000000000000000000000000000000000000000000010000000","U","L","Damaged","Paradise","Present"
"2964","GP900215000823029","000000000000000000000000000000000000000000000000000000000000000010000000","U","L","Full","Paradise","Present"
"2965","GP900215000823033","000000000000000000000000000000000000000000000000000000000000000010000000","U","L","Full","Paradise","Present"
"2966","GP900215000823040","000000000000000000000000000000000000000000000000000000000000000010000000","U","L","Damaged","Paradise","Present"
"2967","GP900215000823072","000000000000000000000000000000000000000000000000000000000000000010000000","U","L","Damaged","Paradise","Present"
"2968","GP900215000823075","000000000000000000000000000000000000000000000000000000000000000010000000","U","L","Full","Paradise","Present"
"2969","GP900215000823078","000000000000000000000000000000000000000000000000000000000000000011000000","F","A","Full","Paradise","Present"
"2970","GP900215000823080","000000000000000000000000000000000000000000000000000000000000000010000000","F","A","Damaged","Paradise","Present"
"2971","GP900215000823090","000000000000000000000000000000000000000000000000000000000000000010000000","U","L","Damaged","Paradise","Present"
"2972","GP900215000822601","000000000000000000000000000000000000000000000000000000000000000001000000","F","A","Damaged","Paradise","Present"
"2973","GP900215000822604","000000000000000000000000000000000000000000000000000000000000000001000000","M","A","Full","Paradise","Present"
"2974","GP900215000822610","000000000000000000000000000000000000000000000000000000000000000001000000","F","A","Full","Paradise","Present"
"2975","GP900215000822623","000000000000000000000000000000000000000000000000000000000000000001000000","F","A","Full","Paradise","Present"
"2976","GP900215000822624","000000000000000000000000000000000000000000000000000000000000000001000000","M","A","Full","Paradise","Present"
"2977","GP900215000822629","000000000000000000000000000000000000000000000000000000000000000001000000","U","L","Damaged","Paradise","Present"
"2978","GP900215000822631","000000000000000000000000000000000000000000000000000000000000000001000000","U","L","Full","Paradise","Present"
"2979","GP900215000822634","000000000000000000000000000000000000000000000000000000000000000001000000","U","L","Full","Paradise","Present"
"2980","GP900215000822636","000000000000000000000000000000000000000000000000000000000000000001000000","M","A","Damaged","Paradise","Present"
"2981","GP900215000822645","000000000000000000000000000000000000000000000000000000000000000001000000","U","L","Full","Paradise","Present"
"2982","GP900215000822649","000000000000000000000000000000000000000000000000000000000000000001000000","U","L","Damaged","Paradise","Present"
"2983","GP900215000822651","000000000000000000000000000000000000000000000000000000000000000001000000","U","L","Full","Paradise","Present"
"2984","GP900215000822654","000000000000000000000000000000000000000000000000000000000000000001000000","U","L","Damaged","Paradise","Present"
